tenure,age,address,income,churn,region_Zone 2,region_Zone 3,marital_Unmarried,ed_Did not complete high school,ed_High school degree,ed_Post-undergraduate degree,ed_Some college,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_E-service,custcat_Plus service,custcat_Total service,predicted_lifetime,predicted_lifetime_capped,CLV,ID
15,28,0,29,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,51.482488292232354,51.482488292232354,2004.3233853851088,42
27,28,4,23,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,41.98456412095538,41.98456412095538,1707.3997284501806,43
9,36,14,62,1,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,64.67622904004479,64.67622904004479,2372.880404555562,44
64,43,20,76,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,329.449403030524,120.0,3485.0261015698643,45
65,41,3,74,0,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,49.15678452825995,49.15678452825995,1934.190508421339,46
49,51,27,63,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,315.62011633192304,120.0,3485.0261015698643,47
47,41,0,36,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,67.86229298359176,67.86229298359176,2454.860034410163,48
9,34,9,33,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,64.86938069886754,64.86938069886754,2377.9246769896004,49
5,36,14,29,1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,54.31789878767038,54.31789878767038,2087.6600976000914,50
30,34,4,27,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,22.59498034299814,22.59498034299814,1006.7302464914102,51
56,52,28,49,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,792.1234398769031,120.0,3485.0261015698643,52
10,22,0,24,0,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,13.558069498326232,13.558069498326232,631.0153560197074,53
7,26,3,26,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,37.36844947714389,37.36844947714389,1552.6373939915893,54
52,27,6,47,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,28.18547648929566,28.18547648929566,1222.7996158412113,55
36,45,1,94,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,29.79493511553665,29.79493511553665,1282.8083503652488,56
27,34,8,21,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,110.83683266407628,110.83683266407628,3340.4030748497007,57
58,62,36,27,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,578.0964241740102,120.0,3485.0261015698643,58
41,52,27,30,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,395.95634848846083,120.0,3485.0261015698643,59
47,40,16,127,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,131.41939436719568,120.0,3485.0261015698643,60
55,39,15,137,1,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,144.38841771146983,120.0,3485.0261015698643,61
56,50,1,80,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,143.84990503546925,120.0,3485.0261015698643,62
35,55,24,30,0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,170.84495247684188,120.0,3485.0261015698643,63
69,51,11,438,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,157.08711236749045,120.0,3485.0261015698643,64
44,39,16,79,1,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,79.97344651971629,79.97344651971629,2743.8142638631766,65
36,47,16,63,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,141.2988276982057,120.0,3485.0261015698643,66
28,51,22,40,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,481.870806927449,120.0,3485.0261015698643,67
72,67,44,51,0,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,2228.3423765062025,120.0,3485.0261015698643,68
16,27,5,37,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,27.003943186743648,27.003943186743648,1178.1303372735786,69
3,43,19,61,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,38.25217359297519,38.25217359297519,1582.8183604437645,70
40,57,15,22,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,195.64657001272826,120.0,3485.0261015698643,71
16,39,6,44,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,52.77361532077609,52.77361532077609,2042.563104083483,72
20,42,4,17,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,44.9497005683246,44.9497005683246,1803.125799632394,73
48,43,13,110,0,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,51.91398011174019,51.91398011174019,2017.157710367187,74
64,48,13,91,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,293.4724202138656,120.0,3485.0261015698643,75
8,46,3,46,0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,21.53101737883935,21.53101737883935,964.2297895032792,76
40,38,10,85,1,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,178.58329492378283,120.0,3485.0261015698643,77
38,71,27,10,0,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,350.17709820526096,120.0,3485.0261015698643,78
67,68,28,244,0,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,468.6448693992381,120.0,3485.0261015698643,79
26,42,0,80,0,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,28.31793668612125,28.31793668612125,1227.7747725993763,80
41,34,15,83,0,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,62.71284610332635,62.71284610332635,2321.0515584670165,81
2,31,2,21,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,27.517270245563548,27.517270245563548,1197.6018137556132,82
20,48,29,24,1,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,443.27443035093177,120.0,3485.0261015698643,83
31,53,2,351,0,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,140.82689660242255,120.0,3485.0261015698643,84
45,52,4,169,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,122.29237096228591,120.0,3485.0261015698643,85
33,27,7,46,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,46.014112283723385,46.014112283723385,1836.8060168371635,86
10,26,6,34,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,75.77783885229597,75.77783885229597,2647.629967239648,87
62,54,2,50,1,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,75.06607685472923,75.06607685472923,2630.9107185169323,88
4,35,16,161,1,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,43.41906058075806,43.41906058075806,1754.063539083453,89
42,47,17,212,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,335.712017787122,120.0,3485.0261015698643,90
27,51,3,80,0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,112.92964994397597,112.92964994397597,3374.6055376924182,91
38,42,1,30,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39.53049169820645,39.53049169820645,1626.0085796501676,92
52,61,3,53,0,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,102.67086417696991,102.67086417696991,3199.924074415936,93
35,33,9,73,0,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,29.888676104855666,29.888676104855666,1286.2739586871846,94
3,20,1,17,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,27.50106811782604,27.50106811782604,1196.9887548923098,95
17,33,9,23,1,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,29.888676104855666,29.888676104855666,1286.2739586871846,96
55,53,21,34,0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,496.9569811136006,120.0,3485.0261015698643,97
43,36,5,107,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,164.1131442319371,120.0,3485.0261015698643,98
47,25,5,21,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,89.31788194813001,89.31788194813001,2944.1375657436442,99
65,58,30,83,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,688.1465072732176,120.0,3485.0261015698643,100
13,20,1,17,0,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,20.89788409029412,20.89788409029412,938.7246430867634,101
64,25,4,76,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,85.5736822687241,85.5736822687241,2866.0996370001712,102
12,24,2,19,1,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,48.404213785652715,48.404213785652715,1911.1465490535686,103
29,32,0,49,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,49.333602714469635,49.333602714469635,1939.579749661557,104
23,47,21,173,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,312.15628748190045,120.0,3485.0261015698643,105
14,35,4,47,1,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,96.89123953671428,96.89123953671428,3093.3685957650014,106
35,61,23,41,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,204.15643901421137,120.0,3485.0261015698643,107
26,39,8,105,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,82.7759958806,82.7759958806,2805.861762963506,108
13,54,2,31,0,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,17.42285075335965,17.42285075335965,795.8388575156378,109
69,40,13,41,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,267.85618613760533,120.0,3485.0261015698643,110
61,50,30,102,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,345.9123555518873,120.0,3485.0261015698643,111
45,22,2,36,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,86.18747429898082,86.18747429898082,2879.0925750105775,112
3,37,13,24,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,34.582149641133064,34.582149641133064,1455.7233830239757,113
53,22,1,25,0,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,22.77936855086324,22.77936855086324,1014.0500760579273,114
59,42,1,68,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,89.98338996821882,89.98338996821882,2957.7065614506637,115
13,34,11,20,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,19.49538722105005,19.49538722105005,881.6509811341905,116
31,31,4,48,0,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,68.23887750196965,68.23887750196965,2464.379185648784,117
40,29,6,40,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,108.0212905369386,108.0212905369386,3293.2511007013013,118
48,55,15,79,0,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,264.5139167508844,120.0,3485.0261015698643,119
3,31,1,28,1,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,11.37549613888676,11.37549613888676,535.0948895968588,120
51,48,12,64,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,78.97170104304772,78.97170104304772,2721.212828709604,121
33,41,15,37,0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,69.3926969597728,69.3926969597728,2493.3238841921498,122
14,47,7,48,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,96.1069508073708,96.1069508073708,3078.431163741053,123
17,42,6,131,1,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,92.18576857197083,92.18576857197083,3001.975354591838,124
19,29,9,18,1,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,23.282896523614337,23.282896523614337,1033.9708152628136,125
58,36,10,38,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,129.9771089547449,120.0,3485.0261015698643,126
22,23,3,37,0,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,15.995051030758983,15.995051030758983,735.6837026530333,127
29,31,1,60,1,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,49.63040739350151,49.63040739350151,1948.6047699622184,128
14,22,2,13,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,37.18838752468192,37.18838752468192,1546.455300643057,129
70,64,18,98,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,498.86556792147087,120.0,3485.0261015698643,130
62,52,2,195,1,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,212.3048387440465,120.0,3485.0261015698643,131
7,35,0,47,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,45.777195154677145,45.777195154677145,1829.340294858392,132
56,47,19,65,0,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,278.4181459978812,120.0,3485.0261015698643,133
50,50,22,150,1,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,154.48555250280916,120.0,3485.0261015698643,134
57,39,6,106,0,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,99.80993337131912,99.80993337131912,3147.9445933820207,135
2,40,19,51,0,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,21.54685631661342,21.54685631661342,964.8657875500504,136
40,38,17,96,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,67.69094783351646,67.69094783351646,2450.517019862155,137
6,43,4,33,0,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,106.15736367482324,106.15736367482324,3261.3011930643834,138
23,25,6,38,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,93.2259057247069,93.2259057247069,3022.547685399238,139
11,32,6,125,1,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,25.334883087482503,25.334883087482503,1114.1278759277407,140
29,37,13,145,0,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,64.28944584785731,64.28944584785731,2362.7501363423785,141
42,44,2,99,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,158.13004416689128,120.0,3485.0261015698643,142
20,34,2,22,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,57.13110292195433,57.13110292195433,2168.0527865075196,143
72,60,21,31,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,788.0449604298002,120.0,3485.0261015698643,144
2,36,3,25,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,78.59585022483226,78.59585022483226,2712.674573408912,145
46,25,5,57,0,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,10.824404282843458,10.824404282843458,510.54412459762,146
39,51,21,41,0,True,False,False,False,False,True,False,False,True,True,True,True,False,False,True,151.64562044485263,120.0,3485.0261015698643,147
24,25,1,20,1,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,39.79135377937237,39.79135377937237,1634.7549715076827,148
59,43,4,101,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,203.46864051551606,120.0,3485.0261015698643,149
65,37,8,56,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,123.78375964362304,120.0,3485.0261015698643,150
50,27,5,22,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,42.237154939232646,42.237154939232646,1715.6648345993851,151
57,37,11,108,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,49.561171375095725,49.561171375095725,1946.5018745422142,152
61,48,14,115,0,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,64.32732167905549,64.32732167905549,2363.743868026654,153
34,54,31,53,0,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,166.15901898433324,120.0,3485.0261015698643,154
38,53,13,242,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,171.711751348649,120.0,3485.0261015698643,155
3,24,2,20,0,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,20.550443351484365,20.550443351484365,924.659905808911,156
4,47,5,123,0,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,24.3362764512234,24.3362764512234,1075.3235684667488,157
15,35,0,34,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,29.267235896543475,29.267235896543475,1263.2388554180163,158
25,29,8,31,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,62.222697383239,62.222697383239,2307.9540334065,159
21,44,25,47,0,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,270.7106983040581,120.0,3485.0261015698643,160
50,37,11,48,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,179.65770170970293,120.0,3485.0261015698643,161
65,64,22,13,0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,777.7536434208026,120.0,3485.0261015698643,162
59,52,18,78,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,185.05502714303003,120.0,3485.0261015698643,163
29,26,7,34,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,64.54469059956101,64.54469059956101,2369.4396452093247,164
60,46,17,81,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,109.38286919243296,109.38286919243296,3316.218470546265,165
71,45,14,86,0,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,145.02036971540352,120.0,3485.0261015698643,166
38,27,0,26,1,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,25.49360570837231,25.49360570837231,1120.260155519497,167
16,34,5,51,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,54.657148374042016,54.657148374042016,2097.4745506762047,168
7,31,10,59,0,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,24.38362517881247,24.38362517881247,1077.1721873700378,169
59,53,21,112,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,167.9942456774592,120.0,3485.0261015698643,170
22,56,14,57,0,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,135.0854086770368,120.0,3485.0261015698643,171
18,48,20,41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,173.99009630411507,120.0,3485.0261015698643,172
64,46,19,168,0,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,115.78906407045855,115.78906407045855,3420.1997488020197,173
7,33,4,29,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,13.923592653256874,13.923592653256874,646.876824466478,174
65,58,13,167,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,332.2856491680203,120.0,3485.0261015698643,175
7,24,5,29,1,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,10.433038665584883,10.433038665584883,493.02712214693895,176
64,55,28,104,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,461.5567096619264,120.0,3485.0261015698643,177
42,22,0,46,1,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,21.20632079980111,21.20632079980111,951.1697821545839,178
33,26,5,46,0,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,30.935292271127302,30.935292271127302,1324.7486705332321,179
3,33,8,51,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,38.29842352547617,38.29842352547617,1584.3905929138696,180
69,42,11,65,0,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,70.94294758051262,70.94294758051262,2531.6939335590787,181
9,33,1,48,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,28.37876740638757,28.37876740638757,1230.0573560589767,182
22,34,1,46,0,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,55.42776956133149,55.42776956133149,2119.6458168532445,183
53,63,15,43,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,293.7004278210097,120.0,3485.0261015698643,184
71,53,30,110,0,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,572.42022793606,120.0,3485.0261015698643,185
24,26,2,32,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,22.88966366850975,22.88966366850975,1018.4221485739231,186
12,22,1,18,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,12.77318289517375,12.77318289517375,596.7605151737758,187
25,39,1,26,1,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,41.918014217101955,41.918014217101955,1705.2186676869792,188
63,28,9,34,0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,74.47630484543288,74.47630484543288,2616.967018136611,189
33,54,18,57,1,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,195.65033261322483,120.0,3485.0261015698643,190
57,54,20,21,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,217.01195214132747,120.0,3485.0261015698643,191
13,33,7,38,0,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,27.4353362678233,27.4353362678233,1194.500567871785,192
13,21,2,19,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,22.916415569513354,22.916415569513354,1019.4818647917152,193
71,39,2,40,0,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,52.90397976950081,52.90397976950081,2046.3969136285737,194
18,69,11,58,0,False,True,False,False,False,False,True,False,True,True,True,True,False,False,True,191.74554934781924,120.0,3485.0261015698643,195
17,51,10,95,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,126.62578053389325,120.0,3485.0261015698643,196
22,43,4,114,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,46.635860072989324,46.635860072989324,1856.3150113865,197
65,65,27,128,0,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,999.5999359603148,120.0,3485.0261015698643,198
7,40,9,33,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,22.320021042776624,22.320021042776624,995.7899568398126,199
72,66,30,460,0,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,247.6532172492815,120.0,3485.0261015698643,200
35,43,12,224,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,65.6909519030834,65.6909519030834,2399.2725172740425,201
24,39,2,122,0,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,43.910772220737876,43.910772220737876,1769.9061232559661,202
64,24,0,23,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,36.74492217087876,36.74492217087876,1531.182424111947,203
63,63,19,191,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,807.8563955741324,120.0,3485.0261015698643,204
38,31,7,187,1,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,92.39068558629722,92.39068558629722,3006.0451604784134,205
29,37,9,119,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,72.44681786420131,72.44681786420131,2568.3547024356435,206
72,69,49,44,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2971.387364711516,120.0,3485.0261015698643,207
10,27,2,15,1,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,27.773310898182547,27.773310898182547,1207.276812890845,208
72,64,41,674,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,705.7447548227658,120.0,3485.0261015698643,209
